proposer,base,kind,level,dataset,cell_error_rate,partition,stratifier,draw,alpha,n,error_cells,coverage,acc,pi0,pi_alpha,pi_alpha_floor,n_strata,strata_certifiable,A,A_queue,R,covered,gap,empty,predicted_empty
baran,rayyan,inner,30,rayyan_ni_inner30,0.24036,mondrian,column,3,0.2,1204,2644,0.4554,0.2018,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,0,0.05,1452,3964,0.3663,0.1343,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,0,0.1,1452,3964,0.3663,0.1343,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,0,0.2,1452,3964,0.3663,0.1343,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,1,0.05,1120,3964,0.2825,0.1661,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,1,0.1,1120,3964,0.2825,0.1661,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,1,0.2,1120,3964,0.2825,0.1661,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,2,0.05,993,3964,0.2505,0.2064,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,2,0.1,993,3964,0.2505,0.2064,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,2,0.2,993,3964,0.2505,0.2064,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,3,0.05,933,3964,0.2354,0.194,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,3,0.1,933,3964,0.2354,0.194,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,marginal,marginal,3,0.2,933,3964,0.2354,0.194,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,0,0.05,1452,3964,0.3663,0.1343,0.0138,0.0138,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,0,0.1,1452,3964,0.3663,0.1343,0.0138,0.0262,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,0,0.2,1452,3964,0.3663,0.1343,0.0138,0.0523,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,1,0.05,1120,3964,0.2825,0.1661,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,1,0.1,1120,3964,0.2825,0.1661,0.0,0.0152,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,1,0.2,1120,3964,0.2825,0.1661,0.0,0.0339,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,2,0.05,993,3964,0.2505,0.2064,0.0393,0.0393,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,2,0.1,993,3964,0.2505,0.2064,0.0393,0.0574,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,2,0.2,993,3964,0.2505,0.2064,0.0393,0.0574,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,3,0.05,933,3964,0.2354,0.194,0.0193,0.0193,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,3,0.1,933,3964,0.2354,0.194,0.0193,0.0193,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,50,rayyan_ni_inner50,0.36036,mondrian,column,3,0.2,933,3964,0.2354,0.194,0.0193,0.0193,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,0,0.05,913,5035,0.1813,0.3998,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,0,0.1,913,5035,0.1813,0.3998,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,0,0.2,913,5035,0.1813,0.3998,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,1,0.05,1545,5035,0.3069,0.2472,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,1,0.1,1545,5035,0.3069,0.2472,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,1,0.2,1545,5035,0.3069,0.2472,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,2,0.05,2326,5035,0.462,0.1612,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,2,0.1,2326,5035,0.462,0.1612,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,2,0.2,2326,5035,0.462,0.1612,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,3,0.05,1694,5035,0.3364,0.219,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,3,0.1,1694,5035,0.3364,0.219,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,marginal,marginal,3,0.2,1694,5035,0.3364,0.219,0.0,0.0,0.0,1,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,0,0.05,913,5035,0.1813,0.3998,0.0427,0.0646,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,0,0.1,913,5035,0.1813,0.3998,0.0427,0.0646,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,0,0.2,913,5035,0.1813,0.3998,0.0427,0.0876,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,1,0.05,1545,5035,0.3069,0.2472,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,1,0.1,1545,5035,0.3069,0.2472,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,1,0.2,1545,5035,0.3069,0.2472,0.0,0.0,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,2,0.05,2326,5035,0.462,0.1612,0.0172,0.0172,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,2,0.1,2326,5035,0.462,0.1612,0.0172,0.0172,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,2,0.2,2326,5035,0.462,0.1612,0.0172,0.0172,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,3,0.05,1694,5035,0.3364,0.219,0.0118,0.0236,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,3,0.1,1694,5035,0.3364,0.219,0.0118,0.0236,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
baran,rayyan,inner,70,rayyan_ni_inner70,0.45773,mondrian,column,3,0.2,1694,5035,0.3364,0.219,0.0118,0.0236,0.0,11,0,0.0,0.0,0.0,True,0.0,True,True
